study,dataset,variable,instrument,question,item
"twinlife","ZA6701_person_wid1_v4-0-0","com0200t","wid1_F2F1_module10","com0100t",2
"twinlife","ZA6701_person_wid1_v4-0-0","com0200u","wid1_F2F1_module10","com0100u",2
"twinlife","ZA6701_person_wid1_v4-0-0","com0300s","wid1_F2F1_module10","com0100s",3
"twinlife","ZA6701_person_wid1_v4-0-0","com0300t","wid1_F2F1_module10","com0100t",3
"twinlife","ZA6701_person_wid1_v4-0-0","com0300u","wid1_F2F1_module10","com0100u",3
"twinlife","ZA6701_person_wid1_v4-0-0","com0400s","wid1_F2F1_module10","com0100s",4
"twinlife","ZA6701_person_wid1_v4-0-0","com0400t","wid1_F2F1_module10","com0100t",4
"twinlife","ZA6701_person_wid1_v4-0-0","com0400u","wid1_F2F1_module10","com0100u",4
"twinlife","ZA6701_person_wid1_v4-0-0","com0500s","wid1_F2F1_module10","com0100s",5
"twinlife","ZA6701_person_wid1_v4-0-0","com0500t","wid1_F2F1_module10","com0100t",5
"twinlife","ZA6701_person_wid1_v4-0-0","com0500u","wid1_F2F1_module10","com0100u",5
"twinlife","ZA6701_person_wid1_v4-0-0","com0600s","wid1_F2F1_module10","com0100s",6
"twinlife","ZA6701_person_wid1_v4-0-0","com0600t","wid1_F2F1_module10","com0100t",6
"twinlife","ZA6701_person_wid1_v4-0-0","com0600u","wid1_F2F1_module10","com0100u",6
"twinlife","ZA6701_person_wid1_v4-0-0","com0700s","wid1_F2F1_module10","com0100s",7
"twinlife","ZA6701_person_wid1_v4-0-0","com0700t","wid1_F2F1_module10","com0100t",7
"twinlife","ZA6701_person_wid1_v4-0-0","com0700u","wid1_F2F1_module10","com0100u",7
"twinlife","ZA6701_person_wid1_v4-0-0","com0800s","wid1_F2F1_module10","com0100s",8
"twinlife","ZA6701_person_wid1_v4-0-0","com0800t","wid1_F2F1_module10","com0100t",8
"twinlife","ZA6701_person_wid1_v4-0-0","com0800u","wid1_F2F1_module10","com0100u",8
"twinlife","ZA6701_person_wid1_v4-0-0","com0900s","wid1_F2F1_module10","com0100s",9
"twinlife","ZA6701_person_wid1_v4-0-0","com0900t","wid1_F2F1_module10","com0100t",9
"twinlife","ZA6701_person_wid1_v4-0-0","com0900u","wid1_F2F1_module10","com0100u",9
"twinlife","ZA6701_person_wid1_v4-0-0","com1000s","wid1_F2F1_module10","com0100s",10
"twinlife","ZA6701_person_wid1_v4-0-0","com1000t","wid1_F2F1_module10","com0100t",10
"twinlife","ZA6701_person_wid1_v4-0-0","com1000u","wid1_F2F1_module10","com0100u",10
"twinlife","ZA6701_person_wid1_v4-0-0","com1100s","wid1_F2F1_module10","com0100s",11
"twinlife","ZA6701_person_wid1_v4-0-0","com1100t","wid1_F2F1_module10","com0100t",11
"twinlife","ZA6701_person_wid1_v4-0-0","com1100u","wid1_F2F1_module10","com0100u",11
"twinlife","ZA6701_person_wid1_v4-0-0","com1200s","wid1_F2F1_module10","com0100s",12
"twinlife","ZA6701_person_wid1_v4-0-0","com1200t","wid1_F2F1_module10","com0100t",12
"twinlife","ZA6701_person_wid1_v4-0-0","com1200u","wid1_F2F1_module10","com0100u",12
"twinlife","ZA6701_person_wid1_v4-0-0","com2000s","wid1_F2F1_module10","com2000s",1
"twinlife","ZA6701_person_wid1_v4-0-0","com2000t","wid1_F2F1_module10","com2000t",1
"twinlife","ZA6701_person_wid1_v4-0-0","com2000u","wid1_F2F1_module10","com2000u",1
"twinlife","ZA6701_person_wid1_v4-0-0","com2100s","wid1_F2F1_module10","com2000s",2
"twinlife","ZA6701_person_wid1_v4-0-0","com2100t","wid1_F2F1_module10","com2000t",2
"twinlife","ZA6701_person_wid1_v4-0-0","com2100u","wid1_F2F1_module10","com2000u",2
"twinlife","ZA6701_person_wid1_v4-0-0","com2200s","wid1_F2F1_module10","com2000s",3
"twinlife","ZA6701_person_wid1_v4-0-0","com2200t","wid1_F2F1_module10","com2000t",3
"twinlife","ZA6701_person_wid1_v4-0-0","com2200u","wid1_F2F1_module10","com2000u",3
"twinlife","ZA6701_person_wid1_v4-0-0","com2300s","wid1_F2F1_module10","com2000s",4
"twinlife","ZA6701_person_wid1_v4-0-0","com2300t","wid1_F2F1_module10","com2000t",4
"twinlife","ZA6701_person_wid1_v4-0-0","com2300u","wid1_F2F1_module10","com2000u",4
"twinlife","ZA6701_person_wid1_v4-0-0","com2400s","wid1_F2F1_module10","com2000s",5
"twinlife","ZA6701_person_wid1_v4-0-0","com2400t","wid1_F2F1_module10","com2000t",5
"twinlife","ZA6701_person_wid1_v4-0-0","com2400u","wid1_F2F1_module10","com2000u",5
"twinlife","ZA6701_person_wid1_v4-0-0","com2500s","wid1_F2F1_module10","com2000s",6
"twinlife","ZA6701_person_wid1_v4-0-0","com2500t","wid1_F2F1_module10","com2000t",6
"twinlife","ZA6701_person_wid1_v4-0-0","com2500u","wid1_F2F1_module10","com2000u",6
"twinlife","ZA6701_person_wid1_v4-0-0","dia5000s","wid1_F2F1_module10","dia5000s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5000t","wid1_F2F1_module10","dia5000t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5000u","wid1_F2F1_module10","dia5000u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5001s","wid1_F2F1_module10","dia5001s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5001t","wid1_F2F1_module10","dia5001t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5001u","wid1_F2F1_module10","dia5001u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5002s","wid1_F2F1_module10","dia5001s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5002t","wid1_F2F1_module10","dia5001t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5002u","wid1_F2F1_module10","dia5001u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5003s","wid1_F2F1_module10","dia5001s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5003t","wid1_F2F1_module10","dia5001t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5003u","wid1_F2F1_module10","dia5001u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5004s","wid1_F2F1_module10","dia5001s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5004t","wid1_F2F1_module10","dia5001t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5004u","wid1_F2F1_module10","dia5001u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5100s","wid1_F2F1_module10","dia5000s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5100t","wid1_F2F1_module10","dia5000t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5100u","wid1_F2F1_module10","dia5000u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5101s","wid1_F2F1_module10","dia5101s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5101t","wid1_F2F1_module10","dia5101t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5101u","wid1_F2F1_module10","dia5101u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5102s","wid1_F2F1_module10","dia5101s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5102t","wid1_F2F1_module10","dia5101t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5102u","wid1_F2F1_module10","dia5101u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5103s","wid1_F2F1_module10","dia5101s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5103t","wid1_F2F1_module10","dia5101t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5103u","wid1_F2F1_module10","dia5101u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5104s","wid1_F2F1_module10","dia5101s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5104t","wid1_F2F1_module10","dia5101t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5104u","wid1_F2F1_module10","dia5101u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5200s","wid1_F2F1_module10","dia5000s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5200t","wid1_F2F1_module10","dia5000t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5200u","wid1_F2F1_module10","dia5000u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5201s","wid1_F2F1_module10","dia5201s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5201t","wid1_F2F1_module10","dia5201t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5201u","wid1_F2F1_module10","dia5201u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5202s","wid1_F2F1_module10","dia5201s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5202t","wid1_F2F1_module10","dia5201t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5202u","wid1_F2F1_module10","dia5201u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5203s","wid1_F2F1_module10","dia5201s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5203t","wid1_F2F1_module10","dia5201t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5203u","wid1_F2F1_module10","dia5201u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5204s","wid1_F2F1_module10","dia5201s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5204t","wid1_F2F1_module10","dia5201t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5204u","wid1_F2F1_module10","dia5201u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5300s","wid1_F2F1_module10","dia5000s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5300t","wid1_F2F1_module10","dia5000t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5300u","wid1_F2F1_module10","dia5000u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5301s","wid1_F2F1_module10","dia5301s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5301t","wid1_F2F1_module10","dia5301t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5301u","wid1_F2F1_module10","dia5301u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5302s","wid1_F2F1_module10","dia5301s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5302t","wid1_F2F1_module10","dia5301t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5302u","wid1_F2F1_module10","dia5301u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5303s","wid1_F2F1_module10","dia5301s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5303t","wid1_F2F1_module10","dia5301t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5303u","wid1_F2F1_module10","dia5301u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5304s","wid1_F2F1_module10","dia5301s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5304t","wid1_F2F1_module10","dia5301t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5304u","wid1_F2F1_module10","dia5301u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5400s","wid1_F2F1_module10","dia5000s",5
"twinlife","ZA6701_person_wid1_v4-0-0","dia5400t","wid1_F2F1_module10","dia5000t",5
"twinlife","ZA6701_person_wid1_v4-0-0","dia5400u","wid1_F2F1_module10","dia5000u",5
"twinlife","ZA6701_person_wid1_v4-0-0","dia5401s","wid1_F2F1_module10","dia5401s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5401t","wid1_F2F1_module10","dia5401t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5401u","wid1_F2F1_module10","dia5401u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5402s","wid1_F2F1_module10","dia5401s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5402t","wid1_F2F1_module10","dia5401t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5402u","wid1_F2F1_module10","dia5401u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5403s","wid1_F2F1_module10","dia5401s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5403t","wid1_F2F1_module10","dia5401t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5403u","wid1_F2F1_module10","dia5401u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5404s","wid1_F2F1_module10","dia5401s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5404t","wid1_F2F1_module10","dia5401t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5404u","wid1_F2F1_module10","dia5401u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5500s","wid1_F2F1_module10","dia5000s",6
"twinlife","ZA6701_person_wid1_v4-0-0","dia5500t","wid1_F2F1_module10","dia5000t",6
"twinlife","ZA6701_person_wid1_v4-0-0","dia5500u","wid1_F2F1_module10","dia5000u",6
"twinlife","ZA6701_person_wid1_v4-0-0","dia5501s","wid1_F2F1_module10","dia5501s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5501t","wid1_F2F1_module10","dia5501t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5501u","wid1_F2F1_module10","dia5501u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5502s","wid1_F2F1_module10","dia5501s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5502t","wid1_F2F1_module10","dia5501t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5502u","wid1_F2F1_module10","dia5501u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5503s","wid1_F2F1_module10","dia5501s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5503t","wid1_F2F1_module10","dia5501t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5503u","wid1_F2F1_module10","dia5501u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5504s","wid1_F2F1_module10","dia5501s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5504t","wid1_F2F1_module10","dia5501t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5504u","wid1_F2F1_module10","dia5501u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5600s","wid1_F2F1_module10","dia5000s",7
"twinlife","ZA6701_person_wid1_v4-0-0","dia5600t","wid1_F2F1_module10","dia5000t",7
"twinlife","ZA6701_person_wid1_v4-0-0","dia5600u","wid1_F2F1_module10","dia5000u",7
"twinlife","ZA6701_person_wid1_v4-0-0","dia5601s","wid1_F2F1_module10","dia5601s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5601t","wid1_F2F1_module10","dia5601t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5601u","wid1_F2F1_module10","dia5601u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5602s","wid1_F2F1_module10","dia5601s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5602t","wid1_F2F1_module10","dia5601t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5602u","wid1_F2F1_module10","dia5601u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5603s","wid1_F2F1_module10","dia5601s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5603t","wid1_F2F1_module10","dia5601t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5603u","wid1_F2F1_module10","dia5601u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5604s","wid1_F2F1_module10","dia5601s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5604t","wid1_F2F1_module10","dia5601t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5604u","wid1_F2F1_module10","dia5601u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5700s","wid1_F2F1_module10","dia5000s",8
"twinlife","ZA6701_person_wid1_v4-0-0","dia5700t","wid1_F2F1_module10","dia5000t",8
"twinlife","ZA6701_person_wid1_v4-0-0","dia5700u","wid1_F2F1_module10","dia5000u",8
"twinlife","ZA6701_person_wid1_v4-0-0","dia5701s","wid1_F2F1_module10","dia5701s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5701t","wid1_F2F1_module10","dia5701t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5701u","wid1_F2F1_module10","dia5701u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5702s","wid1_F2F1_module10","dia5701s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5702t","wid1_F2F1_module10","dia5701t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5702u","wid1_F2F1_module10","dia5701u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5703s","wid1_F2F1_module10","dia5701s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5703t","wid1_F2F1_module10","dia5701t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5703u","wid1_F2F1_module10","dia5701u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5704s","wid1_F2F1_module10","dia5701s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5704t","wid1_F2F1_module10","dia5701t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5704u","wid1_F2F1_module10","dia5701u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5800s","wid1_F2F1_module10","dia5000s",9
"twinlife","ZA6701_person_wid1_v4-0-0","dia5800t","wid1_F2F1_module10","dia5000t",9
"twinlife","ZA6701_person_wid1_v4-0-0","dia5800u","wid1_F2F1_module10","dia5000u",9
"twinlife","ZA6701_person_wid1_v4-0-0","dia5801s","wid1_F2F1_module10","dia5801s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5801t","wid1_F2F1_module10","dia5801t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5801u","wid1_F2F1_module10","dia5801u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5802s","wid1_F2F1_module10","dia5801s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5802t","wid1_F2F1_module10","dia5801t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5802u","wid1_F2F1_module10","dia5801u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5803s","wid1_F2F1_module10","dia5801s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5803t","wid1_F2F1_module10","dia5801t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5803u","wid1_F2F1_module10","dia5801u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5804s","wid1_F2F1_module10","dia5801s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5804t","wid1_F2F1_module10","dia5801t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5804u","wid1_F2F1_module10","dia5801u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5900s","wid1_F2F1_module10","dia5000s",10
"twinlife","ZA6701_person_wid1_v4-0-0","dia5900t","wid1_F2F1_module10","dia5000t",10
"twinlife","ZA6701_person_wid1_v4-0-0","dia5900u","wid1_F2F1_module10","dia5000u",10
"twinlife","ZA6701_person_wid1_v4-0-0","dia5901s","wid1_F2F1_module10","dia5901s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5901t","wid1_F2F1_module10","dia5901t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5901u","wid1_F2F1_module10","dia5901u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia5902s","wid1_F2F1_module10","dia5901s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5902t","wid1_F2F1_module10","dia5901t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5902u","wid1_F2F1_module10","dia5901u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia5903s","wid1_F2F1_module10","dia5901s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5903t","wid1_F2F1_module10","dia5901t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5903u","wid1_F2F1_module10","dia5901u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia5904s","wid1_F2F1_module10","dia5901s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5904t","wid1_F2F1_module10","dia5901t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia5904u","wid1_F2F1_module10","dia5901u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia6000s","wid1_F2F1_module10","dia5000s",11
"twinlife","ZA6701_person_wid1_v4-0-0","dia6000t","wid1_F2F1_module10","dia5000t",11
"twinlife","ZA6701_person_wid1_v4-0-0","dia6000u","wid1_F2F1_module10","dia5000u",11
"twinlife","ZA6701_person_wid1_v4-0-0","dia6001s","wid1_F2F1_module10","dia6001s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia6001t","wid1_F2F1_module10","dia6001t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia6001u","wid1_F2F1_module10","dia6001u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia6002s","wid1_F2F1_module10","dia6001s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia6002t","wid1_F2F1_module10","dia6001t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia6002u","wid1_F2F1_module10","dia6001u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia6003s","wid1_F2F1_module10","dia6001s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia6003t","wid1_F2F1_module10","dia6001t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia6003u","wid1_F2F1_module10","dia6001u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia6004s","wid1_F2F1_module10","dia6001s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia6004t","wid1_F2F1_module10","dia6001t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia6004u","wid1_F2F1_module10","dia6001u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia6100s","wid1_F2F1_module10","dia5000s",12
"twinlife","ZA6701_person_wid1_v4-0-0","dia6100t","wid1_F2F1_module10","dia5000t",12
"twinlife","ZA6701_person_wid1_v4-0-0","dia6100u","wid1_F2F1_module10","dia5000u",12
"twinlife","ZA6701_person_wid1_v4-0-0","dia6101s","wid1_F2F1_module10","dia6101s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia6101t","wid1_F2F1_module10","dia6101t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia6101u","wid1_F2F1_module10","dia6101u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia6102s","wid1_F2F1_module10","dia6101s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia6102t","wid1_F2F1_module10","dia6101t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia6102u","wid1_F2F1_module10","dia6101u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia6103s","wid1_F2F1_module10","dia6101s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia6103t","wid1_F2F1_module10","dia6101t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia6103u","wid1_F2F1_module10","dia6101u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia6104s","wid1_F2F1_module10","dia6101s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia6104t","wid1_F2F1_module10","dia6101t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia6104u","wid1_F2F1_module10","dia6101u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia6200s","wid1_F2F1_module10","dia5000s",13
"twinlife","ZA6701_person_wid1_v4-0-0","dia6200t","wid1_F2F1_module10","dia5000t",13
"twinlife","ZA6701_person_wid1_v4-0-0","dia6200u","wid1_F2F1_module10","dia5000u",13
"twinlife","ZA6701_person_wid1_v4-0-0","dia6201s","wid1_F2F1_module10","dia6201s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia6201t","wid1_F2F1_module10","dia6201t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia6201u","wid1_F2F1_module10","dia6201u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia6202s","wid1_F2F1_module10","dia6201s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia6202t","wid1_F2F1_module10","dia6201t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia6202u","wid1_F2F1_module10","dia6201u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia6203s","wid1_F2F1_module10","dia6201s",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia6203t","wid1_F2F1_module10","dia6201t",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia6203u","wid1_F2F1_module10","dia6201u",3
"twinlife","ZA6701_person_wid1_v4-0-0","dia6204s","wid1_F2F1_module10","dia6201s",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia6204t","wid1_F2F1_module10","dia6201t",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia6204u","wid1_F2F1_module10","dia6201u",4
"twinlife","ZA6701_person_wid1_v4-0-0","dia6300s","wid1_F2F1_module10","dia5000s",14
"twinlife","ZA6701_person_wid1_v4-0-0","dia6300t","wid1_F2F1_module10","dia5000t",14
"twinlife","ZA6701_person_wid1_v4-0-0","dia6300u","wid1_F2F1_module10","dia5000u",14
"twinlife","ZA6701_person_wid1_v4-0-0","dia6301s","wid1_F2F1_module10","dia6301s",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia6301t","wid1_F2F1_module10","dia6301t",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia6301u","wid1_F2F1_module10","dia6301u",1
"twinlife","ZA6701_person_wid1_v4-0-0","dia6302s","wid1_F2F1_module10","dia6301s",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia6302t","wid1_F2F1_module10","dia6301t",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia6302u","wid1_F2F1_module10","dia6301u",2
"twinlife","ZA6701_person_wid1_v4-0-0","dia6303s","wid1_F2F1_module10","dia6301s",3
