study,dataset,name,concept,description,description_de
"twinlife","ZA6701_person_cov1_v7-0-0","cor0601","cor0601","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0602","cor0602","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0603","cor0603","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0604","cor0604","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0700","cor0700","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0701","cor0701","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0702","cor0702","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0800","cor0800","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0900","cor0900","Source: Adapted from: German Internet Panel (GIP). (2020). Mannheim Corona Study (MCS). [[URL link]](https://www.uni-mannheim.de/media/Einrichtungen/gip/Corona_Studie/Frageboegen/CW1.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0901","cor0901","Source: Adapted from: German Internet Panel (GIP). (2020). Mannheim Corona Study (MCS). [[URL link]](https://www.uni-mannheim.de/media/Einrichtungen/gip/Corona_Studie/Frageboegen/CW1.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0902","cor0902","Source: Adapted from: German Internet Panel (GIP). (2020). Mannheim Corona Study (MCS). [[URL link]](https://www.uni-mannheim.de/media/Einrichtungen/gip/Corona_Studie/Frageboegen/CW1.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0903","cor0903","Source: Adapted from: German Internet Panel (GIP). (2020). Mannheim Corona Study (MCS). [[URL link]](https://www.uni-mannheim.de/media/Einrichtungen/gip/Corona_Studie/Frageboegen/CW1.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0904","cor0904","Source: Adapted from: German Internet Panel (GIP). (2020). Mannheim Corona Study (MCS). [[URL link]](https://www.uni-mannheim.de/media/Einrichtungen/gip/Corona_Studie/Frageboegen/CW1.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0905","cor0905","Source: Adapted from: German Internet Panel (GIP). (2020). Mannheim Corona Study (MCS). [[URL link]](https://www.uni-mannheim.de/media/Einrichtungen/gip/Corona_Studie/Frageboegen/CW1.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0906","cor0906","Source: Adapted from: German Internet Panel (GIP). (2020). Mannheim Corona Study (MCS). [[URL link]](https://www.uni-mannheim.de/media/Einrichtungen/gip/Corona_Studie/Frageboegen/CW1.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor0907","cor0907","Source: Adapted from: German Internet Panel (GIP). (2020). Mannheim Corona Study (MCS). [[URL link]](https://www.uni-mannheim.de/media/Einrichtungen/gip/Corona_Studie/Frageboegen/CW1.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1000","cor1000","Source: Adapted from: Witthoeft, M., Jungmann, S. M., Germer, S., & Braescher, A.-K. (2022). Early Adverse Effects of Behavioural Preventive Strategies During the COVID-19 Pandemic in Germany: An Online General Population Survey. [[URL link]](https://doi.org/10.23668/PSYCHARCHIVES.5700)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1001","cor1001","Source: Adapted from: Witthoeft, M., Jungmann, S. M., Germer, S., & Braescher, A.-K. (2022). Early Adverse Effects of Behavioural Preventive Strategies During the COVID-19 Pandemic in Germany: An Online General Population Survey. [[URL link]](https://doi.org/10.23668/PSYCHARCHIVES.5700)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1002","cor1002","Source: Adapted from: Witthoeft, M., Jungmann, S. M., Germer, S., & Braescher, A.-K. (2022). Early Adverse Effects of Behavioural Preventive Strategies During the COVID-19 Pandemic in Germany: An Online General Population Survey. [[URL link]](https://doi.org/10.23668/PSYCHARCHIVES.5700)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1003","cor1003","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1004","cor1004","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1005","cor1005","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1006","cor1006","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1007","cor1007","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1008","cor1008","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1009","cor1009","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1010","cor1010","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1011","cor1011","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1200","cor1200","Source: Adapted from: Witthoeft, M., Jungmann, S. M., Germer, S., & Braescher, A.-K. (2022). Early Adverse Effects of Behavioural Preventive Strategies During the COVID-19 Pandemic in Germany: An Online General Population Survey. [[URL link]](https://doi.org/10.23668/PSYCHARCHIVES.5700)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1201","cor1201","Source: Adapted from: Witthoeft, M., Jungmann, S. M., Germer, S., & Braescher, A.-K. (2022). Early Adverse Effects of Behavioural Preventive Strategies During the COVID-19 Pandemic in Germany: An Online General Population Survey. [[URL link]](https://doi.org/10.23668/PSYCHARCHIVES.5700)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1202","cor1202","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1203","cor1203","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1204","cor1204","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1205","cor1205","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1206","cor1206","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1400","cor1400","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1401","cor1401","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1402","cor1402","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1403","cor1403","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1404","cor1404","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1405","cor1405","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1406","cor1406","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1407","cor1407","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1408","cor1408","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1409","cor1409","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1410","cor1410","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1411","cor1411","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1412","cor1412","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1413","cor1413","Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1500","cor1500","Source: Adapted from: Jacobsen, J., Klikar, J., & Schupp, J. (2017). Scales Manual IAB-BAMF-SOEP Survey of Refugees in Germany-Revised version. (SOEP Survey Papers 475: Series C.). [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.572342.de/diw_ssp0475.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1501","cor1501","Source: Adapted from: Jacobsen, J., Klikar, J., & Schupp, J. (2017). Scales Manual IAB-BAMF-SOEP Survey of Refugees in Germany-Revised version. (SOEP Survey Papers 475: Series C.). [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.572342.de/diw_ssp0475.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1502","cor1502","Source: Adapted from: Jacobsen, J., Klikar, J., & Schupp, J. (2017). Scales Manual IAB-BAMF-SOEP Survey of Refugees in Germany-Revised version. (SOEP Survey Papers 475: Series C.). [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.572342.de/diw_ssp0475.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1503","cor1503","Source: Adapted from: Jacobsen, J., Klikar, J., & Schupp, J. (2017). Scales Manual IAB-BAMF-SOEP Survey of Refugees in Germany-Revised version. (SOEP Survey Papers 475: Series C.). [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.572342.de/diw_ssp0475.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1600","cor1600","Source: Adapted from: Ferring, D., & Sigrun, H. (1989). Bewaeltigung kritischer Lebensereignisse: Erste Erfahrungen mit einer Version der Ways of Coping Checklist. 10, 189-199.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1601","cor1601","Source: Adapted from: Ferring, D., & Sigrun, H. (1989). Bewaeltigung kritischer Lebensereignisse: Erste Erfahrungen mit einer Version der Ways of Coping Checklist. 10, 189-199.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1602","cor1602","Source: Adapted from: Ferring, D., & Sigrun, H. (1989). Bewaeltigung kritischer Lebensereignisse: Erste Erfahrungen mit einer Version der Ways of Coping Checklist. 10, 189-199.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1603","cor1603","Source: Adapted from: Ferring, D., & Sigrun, H. (1989). Bewaeltigung kritischer Lebensereignisse: Erste Erfahrungen mit einer Version der Ways of Coping Checklist. 10, 189-199.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1604","cor1604","Source: Adapted from: Ferring, D., & Sigrun, H. (1989). Bewaeltigung kritischer Lebensereignisse: Erste Erfahrungen mit einer Version der Ways of Coping Checklist. 10, 189-199.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1605","cor1605","Source: Adapted from: Ferring, D., & Sigrun, H. (1989). Bewaeltigung kritischer Lebensereignisse: Erste Erfahrungen mit einer Version der Ways of Coping Checklist. 10, 189-199.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1606","cor1606","Source: Adapted from: Ferring, D., & Sigrun, H. (1989). Bewaeltigung kritischer Lebensereignisse: Erste Erfahrungen mit einer Version der Ways of Coping Checklist. 10, 189-199.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1607","cor1607","Source: Adapted from: Ferring, D., & Sigrun, H. (1989). Bewaeltigung kritischer Lebensereignisse: Erste Erfahrungen mit einer Version der Ways of Coping Checklist. 10, 189-199.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1608","cor1608","Source: Adapted from: Ferring, D., & Sigrun, H. (1989). Bewaeltigung kritischer Lebensereignisse: Erste Erfahrungen mit einer Version der Ways of Coping Checklist. 10, 189-199.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1609","cor1609","Source: Adapted from: Ferring, D., & Sigrun, H. (1989). Bewaeltigung kritischer Lebensereignisse: Erste Erfahrungen mit einer Version der Ways of Coping Checklist. 10, 189-199.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1610","cor1610","Source: Adapted from: Ferring, D., & Sigrun, H. (1989). Bewaeltigung kritischer Lebensereignisse: Erste Erfahrungen mit einer Version der Ways of Coping Checklist. 10, 189-199.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cor1611","cor1611","Source: Adapted from: Ferring, D., & Sigrun, H. (1989). Bewaeltigung kritischer Lebensereignisse: Erste Erfahrungen mit einer Version der Ways of Coping Checklist. 10, 189-199.",""
"twinlife","ZA6701_person_cov1_v7-0-0","cov","cov","",""
"twinlife","ZA6701_person_cov1_v7-0-0","emi0110","emi0110","Source: Adapted from: Graefe, K., Zipfel, S., Herzog, W., & Loewe, B. (2004). Screening psychischer Stoerungen mit dem Gesundheitsfragebogen fuer Patienten (PHQ-D). Diagnostica, 50(4), 171-181. [[URL link]](https://doi.org/10.1026/0012-1924.50.4.171)",""
"twinlife","ZA6701_person_cov1_v7-0-0","emi0111","emi0111","Source: Adapted from: Graefe, K., Zipfel, S., Herzog, W., & Loewe, B. (2004). Screening psychischer Stoerungen mit dem Gesundheitsfragebogen fuer Patienten (PHQ-D). Diagnostica, 50(4), 171-181. [[URL link]](https://doi.org/10.1026/0012-1924.50.4.171)",""
"twinlife","ZA6701_person_cov1_v7-0-0","emi0112","emi0112","Source: Adapted from: Spitzer, R. L., Kroenke, K., Williams, J. B. W., & Loewe, B. (2006). A Brief Measure for Assessing Generalized Anxiety Disorder: The GAD-7. Archives of Internal Medicine, 166(10), 1092. [[URL link]](https://doi.org/10.1001/archinte.166.10.1092)",""
"twinlife","ZA6701_person_cov1_v7-0-0","emi0113","emi0113","Source: Adapted from: Spitzer, R. L., Kroenke, K., Williams, J. B. W., & Loewe, B. (2006). A Brief Measure for Assessing Generalized Anxiety Disorder: The GAD-7. Archives of Internal Medicine, 166(10), 1092. [[URL link]](https://doi.org/10.1001/archinte.166.10.1092)",""
"twinlife","ZA6701_person_cov1_v7-0-0","emi0114","emi0114","Source: Adapted from: Graefe, K., Zipfel, S., Herzog, W., & Loewe, B. (2004). Screening psychischer Stoerungen mit dem Gesundheitsfragebogen fuer Patienten (PHQ-D). Diagnostica, 50(4), 171-181. [[URL link]](https://doi.org/10.1026/0012-1924.50.4.171)",""
"twinlife","ZA6701_person_cov1_v7-0-0","emi0115","emi0115","Item developed for TwinLife.",""
"twinlife","ZA6701_person_cov1_v7-0-0","fid","fid","",""
"twinlife","ZA6701_person_cov1_v7-0-0","fpr0107","fpr0107","Please note: biological siblings can also be adopted or foster siblings in TwinLife. For this reason, no corrections will be made if the mother's age, the sibling's birth year and the information in fpr0107 together seem implausible.",""
"twinlife","ZA6701_person_cov1_v7-0-0","hoe1200","hoe1200","Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)",""
"twinlife","ZA6701_person_cov1_v7-0-0","hoe1300","hoe1300","Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)",""
"twinlife","ZA6701_person_cov1_v7-0-0","hoe1400","hoe1400","Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)",""
"twinlife","ZA6701_person_cov1_v7-0-0","hoe1600","hoe1600","Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)",""
"twinlife","ZA6701_person_cov1_v7-0-0","mig0520","mig0520","**mig0520**, which is part of the master file of the Scientific Use File, includes all available information on the personal level and displays whether the individual has the German citizenship or not (*1: yes* or *2: no*). In the first face-to-face data collection (F2F 1) the citizenship was surveyed in a multicoding format as a self-report and a proxy-report of parents about their children, offering the respondent to mention one or several citizenships and give open answers (**mig0500(t/u/s)** - **mig0519(t/u/s)**). In the second face-to-face data collection (F2F 2), it was explicitly asked for the first citizenship as well as for the second citizenship, if applicable (including the offering of an open answer). The corresponding variables are **mig0550(t/u/s)** - **mig0553(t/u/s)**). The citizenship was surveyed of all respondents in both F2F 1 and F2F 2. It is stored, like the other migration variables, as constant variable in the master. In cases were the information given in F2F 2 differed from the one given in F2F 1, the latest information was used for the generation of **mig0520**.
Source: Adapted from: TNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Lebenslauffragebogen, Altstichproben [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Life Course Questionnaire, Age Samples] (237: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0237.pdf)",""
"twinlife","ZA6701_person_cov1_v7-0-0","mig0600","mig0600","TNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Lebenslauffragebogen, Altstichproben [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Life Course Questionnaire, Age Samples] (237: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0237.pdf)",""
